Municipios;Sexo;Periodo;Total
46026 Alfarp;Total;1998;1.303
46026 Alfarp;Total;1997;""
46026 Alfarp;Total;1996;1.336
46027 Alfarrasí;Total;2021;1.206
46027 Alfarrasí;Total;2020;1.219
46027 Alfarrasí;Total;2019;1.225
46027 Alfarrasí;Total;2018;1.262
46027 Alfarrasí;Total;2017;1.256
46027 Alfarrasí;Total;2016;1.274
46027 Alfarrasí;Total;2015;1.247
46027 Alfarrasí;Total;2014;1.252
46027 Alfarrasí;Total;2013;1.284
46027 Alfarrasí;Total;2012;1.303
46027 Alfarrasí;Total;2011;1.299
46027 Alfarrasí;Total;2010;1.298
46027 Alfarrasí;Total;2009;1.296
46027 Alfarrasí;Total;2008;1.313
46027 Alfarrasí;Total;2007;1.297
46027 Alfarrasí;Total;2006;1.302
46027 Alfarrasí;Total;2005;1.281
46027 Alfarrasí;Total;2004;1.272
46027 Alfarrasí;Total;2003;1.274
46027 Alfarrasí;Total;2002;1.256
46027 Alfarrasí;Total;2001;1.232
46027 Alfarrasí;Total;2000;1.192
46027 Alfarrasí;Total;1999;1.205
46027 Alfarrasí;Total;1998;1.225
46027 Alfarrasí;Total;1997;""
46027 Alfarrasí;Total;1996;1.231
46023 Alfauir;Total;2021;467
46023 Alfauir;Total;2020;449
46023 Alfauir;Total;2019;437
46023 Alfauir;Total;2018;440
46023 Alfauir;Total;2017;448
46023 Alfauir;Total;2016;451
46023 Alfauir;Total;2015;458
46023 Alfauir;Total;2014;438
46023 Alfauir;Total;2013;431
46023 Alfauir;Total;2012;427
46023 Alfauir;Total;2011;439
46023 Alfauir;Total;2010;448
46023 Alfauir;Total;2009;451
46023 Alfauir;Total;2008;444
46023 Alfauir;Total;2007;437
46023 Alfauir;Total;2006;413
46023 Alfauir;Total;2005;402
46023 Alfauir;Total;2004;381
46023 Alfauir;Total;2003;361
46023 Alfauir;Total;2002;356
46023 Alfauir;Total;2001;351
46023 Alfauir;Total;2000;357
46023 Alfauir;Total;1999;357
46023 Alfauir;Total;1998;356
46023 Alfauir;Total;1997;""
46023 Alfauir;Total;1996;343
46028 Algar de Palancia;Total;2021;499
46028 Algar de Palancia;Total;2020;491
46028 Algar de Palancia;Total;2019;481
46028 Algar de Palancia;Total;2018;470
46028 Algar de Palancia;Total;2017;471
46028 Algar de Palancia;Total;2016;484
46028 Algar de Palancia;Total;2015;503
46028 Algar de Palancia;Total;2014;495
46028 Algar de Palancia;Total;2013;528
46028 Algar de Palancia;Total;2012;555
46028 Algar de Palancia;Total;2011;576
46028 Algar de Palancia;Total;2010;570
46028 Algar de Palancia;Total;2009;558
46028 Algar de Palancia;Total;2008;583
46028 Algar de Palancia;Total;2007;542
46028 Algar de Palancia;Total;2006;523
46028 Algar de Palancia;Total;2005;503
46028 Algar de Palancia;Total;2004;461
46028 Algar de Palancia;Total;2003;441
46028 Algar de Palancia;Total;2002;422
46028 Algar de Palancia;Total;2001;420
46028 Algar de Palancia;Total;2000;428
46028 Algar de Palancia;Total;1999;423
46028 Algar de Palancia;Total;1998;416
46028 Algar de Palancia;Total;1997;""
46028 Algar de Palancia;Total;1996;413
46029 Algemesí;Total;2021;27.305
46029 Algemesí;Total;2020;27.430
46029 Algemesí;Total;2019;27.331
46029 Algemesí;Total;2018;27.285
46029 Algemesí;Total;2017;27.511
46029 Algemesí;Total;2016;27.607
46029 Algemesí;Total;2015;27.633
46029 Algemesí;Total;2014;27.808
46029 Algemesí;Total;2013;28.000
46029 Algemesí;Total;2012;28.358
46029 Algemesí;Total;2011;28.293
46029 Algemesí;Total;2010;28.329
46029 Algemesí;Total;2009;28.308
46029 Algemesí;Total;2008;27.770
46029 Algemesí;Total;2007;27.272
46029 Algemesí;Total;2006;27.326
46029 Algemesí;Total;2005;26.740
46029 Algemesí;Total;2004;26.192
46029 Algemesí;Total;2003;25.596
46029 Algemesí;Total;2002;25.259
46029 Algemesí;Total;2001;25.059
46029 Algemesí;Total;2000;25.028
46029 Algemesí;Total;1999;25.045
46029 Algemesí;Total;1998;24.894
46029 Algemesí;Total;1997;""
46029 Algemesí;Total;1996;25.029
46030 Algímia d'Alfara;Total;2021;1.079
46030 Algímia d'Alfara;Total;2020;1.053
46030 Algímia d'Alfara;Total;2019;1.011
46030 Algímia d'Alfara;Total;2018;1.019
46030 Algímia d'Alfara;Total;2017;1.051
46030 Algímia d'Alfara;Total;2016;1.047
46030 Algímia d'Alfara;Total;2015;1.048
46030 Algímia d'Alfara;Total;2014;1.043
46030 Algímia d'Alfara;Total;2013;1.066
46030 Algímia d'Alfara;Total;2012;1.048
46030 Algímia d'Alfara;Total;2011;1.049
46030 Algímia d'Alfara;Total;2010;1.028
46030 Algímia d'Alfara;Total;2009;1.086
46030 Algímia d'Alfara;Total;2008;1.078
46030 Algímia d'Alfara;Total;2007;1.039
46030 Algímia d'Alfara;Total;2006;1.003
46030 Algímia d'Alfara;Total;2005;980
46030 Algímia d'Alfara;Total;2004;959
46030 Algímia d'Alfara;Total;2003;933
46030 Algímia d'Alfara;Total;2002;939
46030 Algímia d'Alfara;Total;2001;870
46030 Algímia d'Alfara;Total;2000;856
46030 Algímia d'Alfara;Total;1999;839
46030 Algímia d'Alfara;Total;1998;819
46030 Algímia d'Alfara;Total;1997;""
46030 Algímia d'Alfara;Total;1996;829
46031 Alginet;Total;2021;13.942
46031 Alginet;Total;2020;13.827
46031 Alginet;Total;2019;13.380
46031 Alginet;Total;2018;13.100
46031 Alginet;Total;2017;13.186
46031 Alginet;Total;2016;13.283
46031 Alginet;Total;2015;13.144
46031 Alginet;Total;2014;13.060
46031 Alginet;Total;2013;13.068
46031 Alginet;Total;2012;13.379
46031 Alginet;Total;2011;13.363
46031 Alginet;Total;2010;13.363
46031 Alginet;Total;2009;13.226
46031 Alginet;Total;2008;13.057
46031 Alginet;Total;2007;12.605
46031 Alginet;Total;2006;12.499
46031 Alginet;Total;2005;12.820
46031 Alginet;Total;2004;12.587
46031 Alginet;Total;2003;11.687
46031 Alginet;Total;2002;11.661
46031 Alginet;Total;2001;11.977
46031 Alginet;Total;2000;12.069
46031 Alginet;Total;1999;11.898
46031 Alginet;Total;1998;12.062
46031 Alginet;Total;1997;""
46031 Alginet;Total;1996;11.632
46032 Almàssera;Total;2021;7.433
46032 Almàssera;Total;2020;7.438
46032 Almàssera;Total;2019;7.349
46032 Almàssera;Total;2018;7.295
46032 Almàssera;Total;2017;7.308
46032 Almàssera;Total;2016;7.297
46032 Almàssera;Total;2015;7.269
46032 Almàssera;Total;2014;7.293
46032 Almàssera;Total;2013;7.285
46032 Almàssera;Total;2012;7.295
46032 Almàssera;Total;2011;7.250
46032 Almàssera;Total;2010;7.199
46032 Almàssera;Total;2009;7.135
46032 Almàssera;Total;2008;6.955
46032 Almàssera;Total;2007;6.928
46032 Almàssera;Total;2006;6.883
46032 Almàssera;Total;2005;6.737
46032 Almàssera;Total;2004;6.556
46032 Almàssera;Total;2003;6.227
46032 Almàssera;Total;2002;6.038
46032 Almàssera;Total;2001;5.859
46032 Almàssera;Total;2000;5.759
46032 Almàssera;Total;1999;5.644
46032 Almàssera;Total;1998;5.523
46032 Almàssera;Total;1997;""
46032 Almàssera;Total;1996;5.545
46033 Almiserà;Total;2021;264
46033 Almiserà;Total;2020;265
46033 Almiserà;Total;2019;262
46033 Almiserà;Total;2018;258
46033 Almiserà;Total;2017;261
46033 Almiserà;Total;2016;273
46033 Almiserà;Total;2015;272
46033 Almiserà;Total;2014;289
46033 Almiserà;Total;2013;309
46033 Almiserà;Total;2012;314
46033 Almiserà;Total;2011;303
46033 Almiserà;Total;2010;307
46033 Almiserà;Total;2009;301
46033 Almiserà;Total;2008;294
46033 Almiserà;Total;2007;291
46033 Almiserà;Total;2006;273
46033 Almiserà;Total;2005;284
46033 Almiserà;Total;2004;262
46033 Almiserà;Total;2003;253
46033 Almiserà;Total;2002;266
46033 Almiserà;Total;2001;245
46033 Almiserà;Total;2000;270
46033 Almiserà;Total;1999;267
46033 Almiserà;Total;1998;240
46033 Almiserà;Total;1997;""
46033 Almiserà;Total;1996;255
46034 Almoines;Total;2021;2.528
46034 Almoines;Total;2020;2.477
46034 Almoines;Total;2019;2.414
46034 Almoines;Total;2018;2.379
46034 Almoines;Total;2017;2.343
46034 Almoines;Total;2016;2.322
46034 Almoines;Total;2015;2.302
46034 Almoines;Total;2014;2.300
46034 Almoines;Total;2013;2.305
46034 Almoines;Total;2012;2.398
46034 Almoines;Total;2011;2.435
46034 Almoines;Total;2010;2.451
46034 Almoines;Total;2009;2.395
46034 Almoines;Total;2008;2.339
46034 Almoines;Total;2007;2.086
46034 Almoines;Total;2006;1.874
46034 Almoines;Total;2005;1.716
46034 Almoines;Total;2004;1.668
46034 Almoines;Total;2003;1.673
46034 Almoines;Total;2002;1.677
46034 Almoines;Total;2001;1.665
46034 Almoines;Total;2000;1.675
46034 Almoines;Total;1999;1.697
46034 Almoines;Total;1998;1.725
46034 Almoines;Total;1997;""
46034 Almoines;Total;1996;1.759
46035 Almussafes;Total;2021;8.984
46035 Almussafes;Total;2020;8.979
46035 Almussafes;Total;2019;8.967
46035 Almussafes;Total;2018;8.932
46035 Almussafes;Total;2017;8.914
46035 Almussafes;Total;2016;8.869
46035 Almussafes;Total;2015;8.759
46035 Almussafes;Total;2014;8.744
46035 Almussafes;Total;2013;8.567
46035 Almussafes;Total;2012;8.523
46035 Almussafes;Total;2011;8.408
46035 Almussafes;Total;2010;8.358
46035 Almussafes;Total;2009;8.300
46035 Almussafes;Total;2008;8.189
46035 Almussafes;Total;2007;7.967
46035 Almussafes;Total;2006;7.836
46035 Almussafes;Total;2005;7.640
46035 Almussafes;Total;2004;7.459
46035 Almussafes;Total;2003;7.423
46035 Almussafes;Total;2002;7.318
46035 Almussafes;Total;2001;7.222
46035 Almussafes;Total;2000;7.256
46035 Almussafes;Total;1999;7.122
46035 Almussafes;Total;1998;7.030
46035 Almussafes;Total;1997;""
46035 Almussafes;Total;1996;6.881
46036 Alpuente;Total;2021;659
46036 Alpuente;Total;2020;635
46036 Alpuente;Total;2019;633
46036 Alpuente;Total;2018;637
46036 Alpuente;Total;2017;644
46036 Alpuente;Total;2016;641
46036 Alpuente;Total;2015;679
46036 Alpuente;Total;2014;695
46036 Alpuente;Total;2013;724
46036 Alpuente;Total;2012;754
46036 Alpuente;Total;2011;784
46036 Alpuente;Total;2010;781
46036 Alpuente;Total;2009;805
46036 Alpuente;Total;2008;833
46036 Alpuente;Total;2007;828
46036 Alpuente;Total;2006;852
46036 Alpuente;Total;2005;864
46036 Alpuente;Total;2004;861
46036 Alpuente;Total;2003;894
46036 Alpuente;Total;2002;916
46036 Alpuente;Total;2001;940
46036 Alpuente;Total;2000;941
46036 Alpuente;Total;1999;945
46036 Alpuente;Total;1998;958
46036 Alpuente;Total;1997;""
46036 Alpuente;Total;1996;985
46037 Alqueria de la Comtessa, l';Total;2021;1.481
46037 Alqueria de la Comtessa, l';Total;2020;1.496
46037 Alqueria de la Comtessa, l';Total;2019;1.476
46037 Alqueria de la Comtessa, l';Total;2018;1.418
46037 Alqueria de la Comtessa, l';Total;2017;1.443
46037 Alqueria de la Comtessa, l';Total;2016;1.451
46037 Alqueria de la Comtessa, l';Total;2015;1.504
46037 Alqueria de la Comtessa, l';Total;2014;1.521
46037 Alqueria de la Comtessa, l';Total;2013;1.541
46037 Alqueria de la Comtessa, l';Total;2012;1.508
46037 Alqueria de la Comtessa, l';Total;2011;1.527
46037 Alqueria de la Comtessa, l';Total;2010;1.540
46037 Alqueria de la Comtessa, l';Total;2009;1.492
46037 Alqueria de la Comtessa, l';Total;2008;1.508
46037 Alqueria de la Comtessa, l';Total;2007;1.506
46037 Alqueria de la Comtessa, l';Total;2006;1.495
46037 Alqueria de la Comtessa, l';Total;2005;1.486
46037 Alqueria de la Comtessa, l';Total;2004;1.462
46037 Alqueria de la Comtessa, l';Total;2003;1.429
46037 Alqueria de la Comtessa, l';Total;2002;1.414
46037 Alqueria de la Comtessa, l';Total;2001;1.416
46037 Alqueria de la Comtessa, l';Total;2000;1.382
46037 Alqueria de la Comtessa, l';Total;1999;1.416
46037 Alqueria de la Comtessa, l';Total;1998;1.457
46037 Alqueria de la Comtessa, l';Total;1997;""
46037 Alqueria de la Comtessa, l';Total;1996;1.487
46017 Alzira;Total;2021;44.865
46017 Alzira;Total;2020;44.938
46017 Alzira;Total;2019;44.352
46017 Alzira;Total;2018;44.393
46017 Alzira;Total;2017;44.255
46017 Alzira;Total;2016;44.488
46017 Alzira;Total;2015;44.554
46017 Alzira;Total;2014;44.518
46017 Alzira;Total;2013;44.788
46017 Alzira;Total;2012;44.941
46017 Alzira;Total;2011;44.752
46017 Alzira;Total;2010;44.758
46017 Alzira;Total;2009;44.690
46017 Alzira;Total;2008;43.892
46017 Alzira;Total;2007;43.038
46017 Alzira;Total;2006;43.253
46017 Alzira;Total;2005;42.543
46017 Alzira;Total;2004;41.920
46017 Alzira;Total;2003;41.758
46017 Alzira;Total;2002;41.264
46017 Alzira;Total;2001;40.818
46017 Alzira;Total;2000;40.658
46017 Alzira;Total;1999;40.441
46017 Alzira;Total;1998;40.390
46017 Alzira;Total;1997;""
46017 Alzira;Total;1996;40.556
46038 Andilla;Total;2021;315
46038 Andilla;Total;2020;308
46038 Andilla;Total;2019;319
46038 Andilla;Total;2018;303
46038 Andilla;Total;2017;322
46038 Andilla;Total;2016;349
46038 Andilla;Total;2015;362
46038 Andilla;Total;2014;364
46038 Andilla;Total;2013;380
46038 Andilla;Total;2012;405
46038 Andilla;Total;2011;441
46038 Andilla;Total;2010;300
46038 Andilla;Total;2009;316
46038 Andilla;Total;2008;346
46038 Andilla;Total;2007;325
46038 Andilla;Total;2006;335
46038 Andilla;Total;2005;348
46038 Andilla;Total;2004;384
46038 Andilla;Total;2003;356
46038 Andilla;Total;2002;395
46038 Andilla;Total;2001;431
46038 Andilla;Total;2000;460
46038 Andilla;Total;1999;303
46038 Andilla;Total;1998;311
46038 Andilla;Total;1997;""
46038 Andilla;Total;1996;292
46039 Anna;Total;2021;2.627
46039 Anna;Total;2020;2.615
46039 Anna;Total;2019;2.628
46039 Anna;Total;2018;2.638
46039 Anna;Total;2017;2.639
46039 Anna;Total;2016;2.678
46039 Anna;Total;2015;2.712
46039 Anna;Total;2014;2.655
46039 Anna;Total;2013;2.640
46039 Anna;Total;2012;2.737
46039 Anna;Total;2011;2.749
46039 Anna;Total;2010;2.758
46039 Anna;Total;2009;2.774
46039 Anna;Total;2008;2.753
46039 Anna;Total;2007;2.718
46039 Anna;Total;2006;2.673
46039 Anna;Total;2005;2.741
46039 Anna;Total;2004;2.775
46039 Anna;Total;2003;2.750
46039 Anna;Total;2002;2.723
46039 Anna;Total;2001;2.677
46039 Anna;Total;2000;2.572
46039 Anna;Total;1999;2.553
46039 Anna;Total;1998;2.574
46039 Anna;Total;1997;""
46039 Anna;Total;1996;2.637
46040 Antella;Total;2021;1.127
46040 Antella;Total;2020;1.157
46040 Antella;Total;2019;1.175
46040 Antella;Total;2018;1.209
46040 Antella;Total;2017;1.233
46040 Antella;Total;2016;1.271
46040 Antella;Total;2015;1.301
46040 Antella;Total;2014;1.343
46040 Antella;Total;2013;1.382
46040 Antella;Total;2012;1.409
46040 Antella;Total;2011;1.490
46040 Antella;Total;2010;1.454
46040 Antella;Total;2009;1.498
46040 Antella;Total;2008;1.549
46040 Antella;Total;2007;1.526
46040 Antella;Total;2006;1.427
46040 Antella;Total;2005;1.500
46040 Antella;Total;2004;1.498
46040 Antella;Total;2003;1.519
46040 Antella;Total;2002;1.508
46040 Antella;Total;2001;1.507
46040 Antella;Total;2000;1.488
46040 Antella;Total;1999;1.508
46040 Antella;Total;1998;1.533
46040 Antella;Total;1997;""
46040 Antella;Total;1996;1.558
46041 Aras de los Olmos;Total;2021;374
46041 Aras de los Olmos;Total;2020;359
46041 Aras de los Olmos;Total;2019;381
46041 Aras de los Olmos;Total;2018;374
46041 Aras de los Olmos;Total;2017;375
46041 Aras de los Olmos;Total;2016;381
46041 Aras de los Olmos;Total;2015;382
46041 Aras de los Olmos;Total;2014;386
46041 Aras de los Olmos;Total;2013;403
46041 Aras de los Olmos;Total;2012;420
46041 Aras de los Olmos;Total;2011;442
46041 Aras de los Olmos;Total;2010;439
46041 Aras de los Olmos;Total;2009;435
46041 Aras de los Olmos;Total;2008;427
46041 Aras de los Olmos;Total;2007;393
46041 Aras de los Olmos;Total;2006;399
46041 Aras de los Olmos;Total;2005;391
46041 Aras de los Olmos;Total;2004;375
46041 Aras de los Olmos;Total;2003;364
46041 Aras de los Olmos;Total;2002;367
46041 Aras de los Olmos;Total;2001;379
46041 Aras de los Olmos;Total;2000;398
46041 Aras de los Olmos;Total;1999;390
46041 Aras de los Olmos;Total;1998;397
46041 Aras de los Olmos;Total;1997;""
46041 Aras de los Olmos;Total;1996;420
46003 Atzeneta d'Albaida;Total;2021;1.139
46003 Atzeneta d'Albaida;Total;2020;1.162
46003 Atzeneta d'Albaida;Total;2019;1.165
46003 Atzeneta d'Albaida;Total;2018;1.162
46003 Atzeneta d'Albaida;Total;2017;1.155
46003 Atzeneta d'Albaida;Total;2016;1.153
46003 Atzeneta d'Albaida;Total;2015;1.160
46003 Atzeneta d'Albaida;Total;2014;1.175
46003 Atzeneta d'Albaida;Total;2013;1.192
46003 Atzeneta d'Albaida;Total;2012;1.229
46003 Atzeneta d'Albaida;Total;2011;1.236
46003 Atzeneta d'Albaida;Total;2010;1.260
46003 Atzeneta d'Albaida;Total;2009;1.282
46003 Atzeneta d'Albaida;Total;2008;1.280
46003 Atzeneta d'Albaida;Total;2007;1.285
46003 Atzeneta d'Albaida;Total;2006;1.280
46003 Atzeneta d'Albaida;Total;2005;1.334
46003 Atzeneta d'Albaida;Total;2004;1.344
46003 Atzeneta d'Albaida;Total;2003;1.313
46003 Atzeneta d'Albaida;Total;2002;1.285
46003 Atzeneta d'Albaida;Total;2001;1.262
46003 Atzeneta d'Albaida;Total;2000;1.238
46003 Atzeneta d'Albaida;Total;1999;1.230
46003 Atzeneta d'Albaida;Total;1998;1.232
46003 Atzeneta d'Albaida;Total;1997;""
46003 Atzeneta d'Albaida;Total;1996;1.243
46044 Ayora;Total;2021;5.215
46044 Ayora;Total;2020;5.283
46044 Ayora;Total;2019;5.312
46044 Ayora;Total;2018;5.276
46044 Ayora;Total;2017;5.311
46044 Ayora;Total;2016;5.320
46044 Ayora;Total;2015;5.303
46044 Ayora;Total;2014;5.359
46044 Ayora;Total;2013;5.457
46044 Ayora;Total;2012;5.441
46044 Ayora;Total;2011;5.415
46044 Ayora;Total;2010;5.469
46044 Ayora;Total;2009;5.444
46044 Ayora;Total;2008;5.507
46044 Ayora;Total;2007;5.489
46044 Ayora;Total;2006;5.492
46044 Ayora;Total;2005;5.513
46044 Ayora;Total;2004;5.508
46044 Ayora;Total;2003;5.494
46044 Ayora;Total;2002;5.517
46044 Ayora;Total;2001;5.506
46044 Ayora;Total;2000;5.513
46044 Ayora;Total;1999;5.515
46044 Ayora;Total;1998;5.501
46044 Ayora;Total;1997;""
46044 Ayora;Total;1996;5.556
46046 Barx;Total;2021;1.354
46046 Barx;Total;2020;1.303
46046 Barx;Total;2019;1.277
46046 Barx;Total;2018;1.229
46046 Barx;Total;2017;1.227
46046 Barx;Total;2016;1.280
46046 Barx;Total;2015;1.264
46046 Barx;Total;2014;1.317
46046 Barx;Total;2013;1.333
46046 Barx;Total;2012;1.335
46046 Barx;Total;2011;1.360
46046 Barx;Total;2010;1.445
46046 Barx;Total;2009;1.477
46046 Barx;Total;2008;1.481
46046 Barx;Total;2007;1.423
46046 Barx;Total;2006;1.407
46046 Barx;Total;2005;1.379
46046 Barx;Total;2004;1.423
46046 Barx;Total;2003;1.312
46046 Barx;Total;2002;1.250
46046 Barx;Total;2001;1.248
46046 Barx;Total;2000;1.251
46046 Barx;Total;1999;1.221
46046 Barx;Total;1998;1.180
46046 Barx;Total;1997;""
46046 Barx;Total;1996;1.203
46045 Barxeta;Total;2021;1.604
46045 Barxeta;Total;2020;1.586
46045 Barxeta;Total;2019;1.601
46045 Barxeta;Total;2018;1.604
46045 Barxeta;Total;2017;1.577
46045 Barxeta;Total;2016;1.607
46045 Barxeta;Total;2015;1.615
46045 Barxeta;Total;2014;1.606
46045 Barxeta;Total;2013;1.623
46045 Barxeta;Total;2012;1.637
46045 Barxeta;Total;2011;1.649
46045 Barxeta;Total;2010;1.662
46045 Barxeta;Total;2009;1.669
46045 Barxeta;Total;2008;1.671
46045 Barxeta;Total;2007;1.650
46045 Barxeta;Total;2006;1.641
46045 Barxeta;Total;2005;1.623
46045 Barxeta;Total;2004;1.619
46045 Barxeta;Total;2003;1.619
46045 Barxeta;Total;2002;1.634
46045 Barxeta;Total;2001;1.630
46045 Barxeta;Total;2000;1.612
46045 Barxeta;Total;1999;1.626
46045 Barxeta;Total;1998;1.612
46045 Barxeta;Total;1997;""
46045 Barxeta;Total;1996;1.610
46047 Bèlgida;Total;2021;654
46047 Bèlgida;Total;2020;679
46047 Bèlgida;Total;2019;673
46047 Bèlgida;Total;2018;672
46047 Bèlgida;Total;2017;690
46047 Bèlgida;Total;2016;689
46047 Bèlgida;Total;2015;683
46047 Bèlgida;Total;2014;694
46047 Bèlgida;Total;2013;714
46047 Bèlgida;Total;2012;721
46047 Bèlgida;Total;2011;723
46047 Bèlgida;Total;2010;728
46047 Bèlgida;Total;2009;716
46047 Bèlgida;Total;2008;722
46047 Bèlgida;Total;2007;701
46047 Bèlgida;Total;2006;708
46047 Bèlgida;Total;2005;708
46047 Bèlgida;Total;2004;719
46047 Bèlgida;Total;2003;729
46047 Bèlgida;Total;2002;718
46047 Bèlgida;Total;2001;707
46047 Bèlgida;Total;2000;689
46047 Bèlgida;Total;1999;674
46047 Bèlgida;Total;1998;674
46047 Bèlgida;Total;1997;""
46047 Bèlgida;Total;1996;677
46048 Bellreguard;Total;2021;4.632
46048 Bellreguard;Total;2020;4.618
46048 Bellreguard;Total;2019;4.608
46048 Bellreguard;Total;2018;4.549
46048 Bellreguard;Total;2017;4.550
46048 Bellreguard;Total;2016;4.582
46048 Bellreguard;Total;2015;4.623
46048 Bellreguard;Total;2014;4.712
46048 Bellreguard;Total;2013;4.765
46048 Bellreguard;Total;2012;4.697
46048 Bellreguard;Total;2011;4.756
46048 Bellreguard;Total;2010;4.818
46048 Bellreguard;Total;2009;4.736
46048 Bellreguard;Total;2008;4.647
46048 Bellreguard;Total;2007;4.349
46048 Bellreguard;Total;2006;4.216
46048 Bellreguard;Total;2005;3.991
46048 Bellreguard;Total;2004;3.893
46048 Bellreguard;Total;2003;3.826
46048 Bellreguard;Total;2002;3.780
46048 Bellreguard;Total;2001;3.709
46048 Bellreguard;Total;2000;3.734
46048 Bellreguard;Total;1999;3.754
46048 Bellreguard;Total;1998;3.760
46048 Bellreguard;Total;1997;""
46048 Bellreguard;Total;1996;3.764
46049 Bellús;Total;2021;311
46049 Bellús;Total;2020;299
46049 Bellús;Total;2019;304
46049 Bellús;Total;2018;314
46049 Bellús;Total;2017;315
46049 Bellús;Total;2016;319
46049 Bellús;Total;2015;326
46049 Bellús;Total;2014;325
46049 Bellús;Total;2013;343
46049 Bellús;Total;2012;359
46049 Bellús;Total;2011;357
46049 Bellús;Total;2010;373
